,icont,frequency,vc,vb,mode,corner,temperature,bias_current
912,0.000125,3401540.0,1.33686,0.464975,C-decoupled,tt,27.0,0.000125
913,7.5e-05,2436760.0,1.16337,0.592838,schematic,sf,100.0,7.5e-05
914,0.000125,3527580.0,1.34032,0.484592,full-RC,fs,0.0,0.000125
915,5e-05,1627260.0,1.05501,0.727868,C-decoupled,tt,100.0,5e-05
916,2.5e-05,681773.0,0.893509,0.632647,C-decoupled,tt,-25.0,2.5e-05
917,5e-05,2038190.0,1.0578,0.588626,schematic,ss,27.0,5e-05
918,7.5e-05,2835160.0,1.08657,0.423449,C-coupled,sf,-25.0,7.5e-05
919,0.000125,3554230.0,1.34032,0.484592,C-coupled,fs,0.0,0.000125
920,7.5e-05,2795500.0,1.11844,0.484603,full-RC,tt,-25.0,7.5e-05
921,0.000175,3606580.0,1.53199,0.44519,full-RC,tt,50.0,0.000175
922,0.00015,3959400.0,1.34829,0.376691,C-coupled,tt,-25.0,0.00015
923,0.00015,3495890.0,1.38403,0.390402,full-RC,sf,27.0,0.00015
924,0.00025,3851250.0,1.77084,0.455787,full-RC,ff,75.0,0.00025
925,5e-05,1883010.0,0.99612,0.580577,C-decoupled,ff,-25.0,5e-05
926,0.0001,3364130.0,1.23053,0.406029,C-coupled,ss,-25.0,0.0001
927,5e-05,2040740.0,0.995119,0.520308,C-decoupled,sf,0.0,5e-05
928,7.5e-05,2385710.0,1.14532,0.558172,C-coupled,sf,75.0,7.5e-05
929,0.0002,3546100.0,1.65716,0.457582,full-RC,tt,75.0,0.0002
930,0.0001,2639450.0,1.34722,0.563822,C-coupled,ss,100.0,0.0001
931,0.000175,5e-07,1.38179,0.383105,C-coupled,ff,-25.0,0.000175
932,7.5e-05,2821990.0,1.08657,0.423449,full-RC,sf,-25.0,7.5e-05
933,0.000175,4349260.0,1.44787,0.40378,C-decoupled,fs,-25.0,0.000175
934,0.0001,2825000.0,1.32215,0.531507,C-decoupled,ss,75.0,0.0001
935,0.0002,3809260.0,1.57223,0.454434,full-RC,ff,50.0,0.0002
936,0.00015,5e-07,1.37891,0.35158,C-decoupled,ss,-25.0,0.00015
937,7.5e-05,2407270.0,1.19425,0.65284,schematic,tt,100.0,7.5e-05
938,0.0001,3355410.0,1.20306,0.436154,C-coupled,tt,-25.0,0.0001
939,0.0001,2626290.0,1.28348,0.630819,C-coupled,ff,100.0,0.0001
940,7.5e-05,2576000.0,1.1934,0.644537,schematic,fs,50.0,7.5e-05
941,0.000125,3153490.0,1.42389,0.556617,schematic,tt,100.0,0.000125
942,0.00025,4050910.0,1.77733,0.388597,schematic,sf,75.0,0.00025
943,0.00015,3399390.0,1.41553,0.418046,C-decoupled,sf,50.0,0.00015
944,0.000225,3936770.0,1.67449,0.364819,full-RC,ss,27.0,0.000225
945,2.5e-05,5e-07,0.885961,0.75084,full-RC,tt,50.0,2.5e-05
946,0.0002,4160770.0,1.48452,0.395428,C-coupled,ff,0.0,0.0002
947,0.0002,3475700.0,1.74606,0.532325,full-RC,fs,100.0,0.0002
948,0.00025,3857670.0,1.79617,0.379401,full-RC,ss,50.0,0.00025
949,0.0001,3174280.0,1.25768,0.524884,C-coupled,fs,0.0,0.0001
950,5e-05,1941920.0,1.03388,0.621637,schematic,tt,27.0,5e-05
951,2.5e-05,467526.0,0.883853,0.790766,full-RC,tt,75.0,2.5e-05
952,5e-05,1951430.0,1.02653,0.583055,C-decoupled,tt,0.0,5e-05
953,0.000225,3531720.0,1.83796,0.447218,full-RC,ss,100.0,0.000225
954,0.0002,3387660.0,1.74992,0.461327,C-coupled,ss,100.0,0.0002
955,5e-05,1678590.0,1.06566,0.683127,C-coupled,fs,27.0,5e-05
956,0.000175,3936910.0,1.46185,0.372302,schematic,sf,27.0,0.000175
957,2.5e-05,5e-07,0.893509,0.632647,full-RC,tt,-25.0,2.5e-05
958,5e-05,1661050.0,1.02273,0.725729,schematic,ff,75.0,5e-05
959,0.000125,3043970.0,1.35989,0.556467,full-RC,ff,75.0,0.000125
960,0.00015,3638310.0,1.45033,0.466279,schematic,tt,50.0,0.00015
961,0.0002,5e-07,1.4745,0.342333,full-RC,tt,-25.0,0.0002
962,0.0002,4102000.0,1.53341,0.357643,schematic,sf,27.0,0.0002
963,5e-05,2009540.0,1.01967,0.547798,C-decoupled,tt,-25.0,5e-05
964,0.00015,3668070.0,1.4177,0.418093,schematic,sf,50.0,0.00015
965,0.000225,5e-07,1.49879,0.352868,C-coupled,ff,-25.0,0.000225
966,0.00025,5e-07,1.60859,0.305819,schematic,sf,0.0,0.00025
967,0.000175,3469730.0,1.57396,0.475106,C-decoupled,tt,75.0,0.000175
968,0.000175,4131750.0,1.48732,0.432738,C-decoupled,fs,0.0,0.000175
969,0.00025,4053720.0,1.75432,0.402307,C-decoupled,tt,50.0,0.00025
970,0.000225,3563290.0,1.79427,0.472066,C-coupled,tt,100.0,0.000225
971,5e-05,2079680.0,0.9884,0.484844,C-coupled,sf,-25.0,5e-05
972,0.00015,3509420.0,1.48621,0.49687,schematic,tt,75.0,0.00015
973,7.5e-05,2657650.0,1.16548,0.578146,full-RC,fs,0.0,7.5e-05
974,5e-05,1602490.0,1.07214,0.716065,full-RC,fs,50.0,5e-05
975,0.0001,3421760.0,1.20306,0.436154,C-decoupled,tt,-25.0,0.0001
976,7.5e-05,2850050.0,1.14419,0.452241,full-RC,ss,-25.0,7.5e-05
977,7.5e-05,2500400.0,1.12221,0.58803,full-RC,ff,27.0,7.5e-05
978,0.000225,3918810.0,1.72077,0.457711,full-RC,fs,50.0,0.000225
979,0.0001,3280490.0,1.1706,0.380166,C-coupled,sf,-25.0,0.0001
980,0.000125,3796490.0,1.27878,0.401632,C-decoupled,tt,-25.0,0.000125
981,0.000125,3047550.0,1.39256,0.525027,C-coupled,tt,75.0,0.000125
982,0.000225,3520510.0,1.75618,0.428358,C-coupled,sf,100.0,0.000225
983,0.0001,3176800.0,1.25302,0.43663,full-RC,ss,0.0,0.0001
984,0.00025,5e-07,1.64308,0.346351,C-decoupled,tt,0.0,0.00025
985,0.00025,3829170.0,1.81336,0.430795,C-coupled,tt,75.0,0.00025
986,5e-05,1587610.0,1.05501,0.727868,C-coupled,tt,100.0,5e-05
987,0.0001,2657220.0,1.34722,0.563822,full-RC,ss,100.0,0.0001
988,2.5e-05,489016.0,0.86917,0.703329,C-decoupled,ff,0.0,2.5e-05
989,0.0001,2989000.0,1.28136,0.558775,C-coupled,fs,27.0,0.0001
990,7.5e-05,2497720.0,1.18158,0.613798,C-coupled,fs,27.0,7.5e-05
991,0.00015,3694000.0,1.41808,0.495246,schematic,ff,50.0,0.00015
992,0.000125,3429650.0,1.36308,0.493608,schematic,tt,50.0,0.000125
993,5e-05,1784610.0,1.07348,0.657444,C-decoupled,ss,75.0,5e-05
994,0.000225,5e-07,1.50002,0.352899,schematic,ff,-25.0,0.000225
995,0.0001,2724480.0,1.34722,0.563822,C-decoupled,ss,100.0,0.0001
996,5e-05,1737490.0,1.01615,0.689007,schematic,ff,50.0,5e-05
997,2.5e-05,838900.0,0.862795,0.569252,full-RC,sf,-25.0,2.5e-05
998,5e-05,1651840.0,1.00922,0.655429,full-RC,ff,27.0,5e-05
999,0.000175,3427080.0,1.53724,0.503011,C-coupled,ff,75.0,0.000175
1000,5e-05,1736690.0,1.01546,0.629301,full-RC,sf,75.0,5e-05
1001,0.000175,4057860.0,1.49484,0.41792,schematic,tt,27.0,0.000175
1002,0.000225,4702230.0,1.49879,0.352868,C-decoupled,ff,-25.0,0.000225
1003,0.000225,5e-07,1.56803,0.308289,full-RC,ss,-25.0,0.000225
1004,0.0002,3618480.0,1.69435,0.502722,C-coupled,fs,75.0,0.0002
1005,0.000225,5e-07,1.49739,0.288571,full-RC,sf,-25.0,0.000225
1006,0.000225,5e-07,1.53296,0.329731,schematic,tt,-25.0,0.000225
1007,0.000125,3163740.0,1.35989,0.556467,C-decoupled,ff,75.0,0.000125
1008,0.000175,3538610.0,1.56819,0.419506,C-coupled,ss,50.0,0.000175
1009,0.00015,3633370.0,1.48336,0.439157,schematic,ss,50.0,0.00015
1010,0.000225,4139420.0,1.72189,0.390468,schematic,ss,50.0,0.000225
1011,0.000225,3961670.0,1.5994,0.345404,C-coupled,sf,27.0,0.000225
1012,0.00025,4404060.0,1.64308,0.346351,C-coupled,tt,0.0,0.00025
1013,0.00015,3365590.0,1.48621,0.49687,C-decoupled,tt,75.0,0.00015
1014,0.0001,3319350.0,1.1706,0.380166,full-RC,sf,-25.0,0.0001
1015,5e-05,1801570.0,1.01032,0.655436,schematic,ff,27.0,5e-05
1016,5e-05,1593040.0,1.08523,0.788393,schematic,fs,100.0,5e-05
1017,0.00025,5e-07,1.70237,0.37636,full-RC,tt,27.0,0.00025
1018,0.0002,5e-07,1.55452,0.414895,C-decoupled,fs,0.0,0.0002
1019,0.000225,4172010.0,1.67315,0.431095,C-decoupled,fs,27.0,0.000225
1020,0.000225,5e-07,1.53296,0.329731,C-decoupled,tt,-25.0,0.000225
1021,2.5e-05,646537.0,0.854999,0.688135,full-RC,sf,50.0,2.5e-05
1022,0.0002,3446340.0,1.70844,0.487054,full-RC,tt,100.0,0.0002
1023,0.000225,4234920.0,1.67319,0.36478,schematic,ss,27.0,0.000225
1024,2.5e-05,349833.0,0.859212,0.863811,C-decoupled,ff,100.0,2.5e-05
1025,0.000175,3757170.0,1.53041,0.464524,full-RC,fs,27.0,0.000175
1026,0.000175,3310850.0,1.58058,0.533483,C-coupled,ff,100.0,0.000175
1027,0.000125,3995280.0,1.25143,0.431219,schematic,ff,-25.0,0.000125
1028,0.000125,3422820.0,1.3327,0.52467,schematic,ff,50.0,0.000125
1029,0.00015,3347750.0,1.52445,0.527599,schematic,tt,100.0,0.00015
1030,0.000125,3188860.0,1.33152,0.524651,full-RC,ff,50.0,0.000125
1031,0.00025,5e-07,1.66497,0.335075,full-RC,sf,27.0,0.00025
1032,0.0001,2893900.0,1.2387,0.564913,C-coupled,ff,50.0,0.0001
1033,5e-05,1781380.0,1.05815,0.644834,C-decoupled,fs,0.0,5e-05
1034,5e-05,1917590.0,1.05891,0.588632,C-coupled,ss,27.0,5e-05
1035,0.0002,3406100.0,1.6712,0.442085,full-RC,sf,100.0,0.0002
1036,0.000125,3406120.0,1.27322,0.380778,C-coupled,sf,0.0,0.000125
1037,0.000175,3790610.0,1.56794,0.491932,C-decoupled,fs,50.0,0.000175
1038,0.000175,3465240.0,1.57396,0.475106,full-RC,tt,75.0,0.000175
1039,0.00015,3807070.0,1.41629,0.455152,C-coupled,fs,0.0,0.00015
1040,0.000175,3799200.0,1.45965,0.372251,C-decoupled,sf,27.0,0.000175
1041,0.00015,3720050.0,1.41368,0.38027,full-RC,ss,0.0,0.00015
1042,0.0002,4236180.0,1.60112,0.446127,schematic,fs,27.0,0.0002
1043,0.000175,4316670.0,1.4851,0.432685,schematic,fs,0.0,0.000175
1044,0.0001,3345220.0,1.23053,0.406029,full-RC,ss,-25.0,0.0001
1045,0.000175,4181620.0,1.48442,0.361974,schematic,ss,0.0,0.000175
1046,0.00025,4117900.0,1.81336,0.430795,schematic,tt,75.0,0.00025
1047,0.000175,3629060.0,1.56794,0.491932,full-RC,fs,50.0,0.000175
1048,0.000225,5e-07,1.54604,0.315584,C-coupled,sf,0.0,0.000225
1049,2.5e-05,336918.0,0.9134,0.892069,C-coupled,fs,100.0,2.5e-05
1050,0.000175,3697240.0,1.57396,0.475106,schematic,tt,75.0,0.000175
1051,0.000125,3336780.0,1.36811,0.43648,C-coupled,ss,27.0,0.000125
1052,7.5e-05,2647670.0,1.16548,0.578146,C-coupled,fs,0.0,7.5e-05
1053,2.5e-05,497304.0,0.919839,0.734058,schematic,fs,0.0,2.5e-05
1054,7.5e-05,2459550.0,1.16273,0.584371,C-coupled,tt,50.0,7.5e-05
1055,0.000225,5e-07,1.53296,0.329731,full-RC,tt,-25.0,0.000225
1056,0.00025,3952890.0,1.85221,0.473483,C-decoupled,fs,75.0,0.00025
1057,5e-05,1607950.0,1.01505,0.689001,full-RC,ff,50.0,5e-05
1058,0.00015,3912640.0,1.41629,0.455152,C-decoupled,fs,0.0,0.00015
1059,0.000225,5e-07,1.6188,0.335168,full-RC,ss,0.0,0.000225
1060,0.000225,5e-07,1.56676,0.308255,schematic,ss,-25.0,0.000225
1061,0.00025,3892640.0,1.87701,0.459398,schematic,tt,100.0,0.00025
1062,2.5e-05,773509.0,0.860065,0.608519,full-RC,sf,0.0,2.5e-05
1063,5e-05,1702410.0,1.04734,0.69124,C-decoupled,tt,75.0,5e-05
1064,0.0001,2959650.0,1.32266,0.620215,schematic,fs,75.0,0.0001
1065,2.5e-05,784299.0,0.85918,0.651367,schematic,sf,27.0,2.5e-05
1066,0.00015,3926730.0,1.37891,0.35158,C-coupled,ss,-25.0,0.00015
1067,0.0001,2843070.0,1.2387,0.564913,full-RC,ff,50.0,0.0001
1068,0.000125,3719090.0,1.24571,0.350775,C-decoupled,sf,-25.0,0.000125
1069,0.000125,3160920.0,1.42723,0.57728,C-decoupled,fs,75.0,0.000125
1070,0.00015,3646930.0,1.4185,0.438393,C-decoupled,tt,27.0,0.00015
1071,2.5e-05,593639.0,0.852896,0.768722,schematic,sf,100.0,2.5e-05
1072,0.00025,5e-07,1.62431,0.298411,schematic,ss,-25.0,0.00025
1073,0.0002,3795710.0,1.69558,0.432356,schematic,ss,75.0,0.0002
1074,0.000225,3787260.0,1.7785,0.418773,C-decoupled,ss,75.0,0.000225
1075,2.5e-05,645705.0,0.854999,0.688135,C-coupled,sf,50.0,2.5e-05
1076,0.00025,3645700.0,1.87701,0.459398,full-RC,tt,100.0,0.00025
1077,0.000175,3342260.0,1.61162,0.448837,C-coupled,ss,75.0,0.000175
1078,0.000125,3241900.0,1.42504,0.577241,schematic,fs,75.0,0.000125
1079,0.00025,3674970.0,1.92288,0.435296,C-decoupled,ss,100.0,0.00025
1080,7.5e-05,2625140.0,1.14905,0.553327,C-decoupled,tt,27.0,7.5e-05
1081,2.5e-05,772422.0,0.860065,0.608519,C-coupled,sf,0.0,2.5e-05
1082,2.5e-05,478114.0,0.924366,0.695226,full-RC,fs,-25.0,2.5e-05
1083,5e-05,1472330.0,1.02871,0.762614,full-RC,ff,100.0,5e-05
1084,0.0002,4432500.0,1.44171,0.366522,C-coupled,ff,-25.0,0.0002
1085,0.000225,5e-07,1.56803,0.308289,C-coupled,ss,-25.0,0.000225
1086,0.0001,2716100.0,1.31501,0.596391,C-decoupled,tt,100.0,0.0001
1087,0.00015,3987070.0,1.3146,0.329413,C-decoupled,sf,-25.0,0.00015
1088,0.00025,4775670.0,1.60716,0.369439,schematic,ff,0.0,0.00025
1089,0.0002,4168810.0,1.5187,0.370501,full-RC,tt,0.0,0.0002
1090,0.000125,3515940.0,1.27711,0.461914,full-RC,ff,0.0,0.000125
1091,0.000125,3720630.0,1.31217,0.454619,C-coupled,fs,-25.0,0.000125
1092,0.0002,3629010.0,1.67353,0.442156,schematic,sf,100.0,0.0002
1093,0.000225,3991510.0,1.68323,0.414182,C-decoupled,tt,50.0,0.000225
1094,0.0001,2661450.0,1.28119,0.540842,full-RC,sf,100.0,0.0001
1095,0.000225,4703200.0,1.61636,0.400158,schematic,fs,0.0,0.000225
1096,0.000175,4061040.0,1.45221,0.386339,C-decoupled,tt,0.0,0.000175
1097,0.000125,3213940.0,1.39743,0.546038,C-coupled,fs,50.0,0.000125
1098,0.00015,3863020.0,1.38734,0.466883,schematic,ff,27.0,0.00015
1099,2.5e-05,397840.0,0.863668,0.783243,full-RC,ff,50.0,2.5e-05
1100,2.5e-05,608622.0,0.852795,0.728341,C-decoupled,sf,75.0,2.5e-05
1101,0.000125,3326140.0,1.30625,0.495609,C-coupled,ff,27.0,0.000125
1102,0.00025,4014350.0,1.85577,0.407209,schematic,ss,75.0,0.00025
1103,5e-05,1604150.0,1.07214,0.716065,C-coupled,fs,50.0,5e-05
1104,0.000225,4354370.0,1.61867,0.400226,C-coupled,fs,0.0,0.000225
1105,0.00025,3975700.0,1.71641,0.36051,C-decoupled,sf,50.0,0.00025
1106,7.5e-05,2579010.0,1.20567,0.584054,schematic,ss,75.0,7.5e-05
1107,0.000175,3556710.0,1.5847,0.458668,schematic,sf,100.0,0.000175
1108,0.000125,3730450.0,1.25028,0.431205,full-RC,ff,-25.0,0.000125
1109,5e-05,1918170.0,1.05891,0.588632,full-RC,ss,27.0,5e-05
1110,2.5e-05,366747.0,0.911429,0.892059,schematic,fs,100.0,2.5e-05
1111,0.0002,4070890.0,1.60341,0.446192,C-decoupled,fs,27.0,0.0002
1112,0.00025,5e-07,1.58908,0.319092,C-decoupled,tt,-25.0,0.00025
1113,0.000175,3717970.0,1.53849,0.503043,schematic,ff,75.0,0.000175
1114,0.000225,3753880.0,1.69613,0.46886,full-RC,ff,75.0,0.000225
1115,0.000175,4007060.0,1.5285,0.392796,schematic,ss,27.0,0.000175
1116,0.00015,3181420.0,1.4889,0.479014,C-decoupled,sf,100.0,0.00015
1117,7.5e-05,2811620.0,1.16344,0.578133,schematic,fs,0.0,7.5e-05
1118,0.000225,3696450.0,1.69912,0.399709,full-RC,sf,75.0,0.000225
1119,0.000125,2924350.0,1.3892,0.50521,full-RC,sf,100.0,0.000125
1120,5e-05,1836220.0,1.04022,0.654848,schematic,tt,50.0,5e-05
1121,0.0001,3549660.0,1.17263,0.380188,schematic,sf,-25.0,0.0001
1122,0.000125,3768750.0,1.33819,0.484561,schematic,fs,0.0,0.000125
1123,0.00015,3774630.0,1.34782,0.358444,C-decoupled,sf,0.0,0.00015
1124,0.000125,3475420.0,1.33672,0.403961,full-RC,ss,0.0,0.000125
1125,0.000225,5e-07,1.49879,0.352868,full-RC,ff,-25.0,0.000225
1126,7.5e-05,2961310.0,1.09419,0.518229,schematic,ff,-25.0,7.5e-05
1127,0.000125,3724610.0,1.31217,0.454619,full-RC,fs,-25.0,0.000125
1128,0.000125,3703880.0,1.27878,0.401632,full-RC,tt,-25.0,0.000125
1129,5e-05,1956430.0,1.01048,0.59262,schematic,sf,50.0,5e-05
1130,5e-05,1881530.0,1.07235,0.657437,schematic,ss,75.0,5e-05
1131,0.0002,5e-07,1.44175,0.29965,schematic,sf,-25.0,0.0002
1132,0.00025,4778790.0,1.62573,0.360099,full-RC,fs,-25.0,0.00025
1133,0.0001,2981180.0,1.32096,0.531489,schematic,ss,75.0,0.0001
1134,7.5e-05,2810940.0,1.09308,0.518222,C-decoupled,ff,-25.0,7.5e-05
1135,7.5e-05,2678800.0,1.13317,0.51736,full-RC,tt,0.0,7.5e-05
1136,0.000225,4197400.0,1.64563,0.439456,schematic,ff,50.0,0.000225
1137,0.00015,3532540.0,1.45323,0.448481,schematic,sf,75.0,0.00015
1138,0.0001,3098830.0,1.2774,0.470319,C-decoupled,ss,27.0,0.0001
1139,0.00015,3174760.0,1.56032,0.576645,C-decoupled,fs,100.0,0.00015
1140,0.000225,3837220.0,1.75313,0.498384,schematic,ff,100.0,0.000225
1141,0.000225,3899550.0,1.69613,0.46886,C-decoupled,ff,75.0,0.000225
1142,0.0001,2844830.0,1.29098,0.563656,C-decoupled,tt,75.0,0.0001
1143,2.5e-05,5e-07,0.919143,0.776388,C-coupled,fs,27.0,2.5e-05
1144,5e-05,1721140.0,1.04022,0.654848,C-coupled,tt,50.0,5e-05
1145,7.5e-05,2681430.0,1.12334,0.588037,schematic,ff,27.0,7.5e-05
1146,0.0002,3981770.0,1.56709,0.401473,C-decoupled,tt,27.0,0.0002
1147,0.0001,3275190.0,1.22467,0.467312,C-decoupled,tt,0.0,0.0001
1148,0.000175,5e-07,1.37887,0.312903,full-RC,sf,-25.0,0.000175
1149,0.00025,5e-07,1.6256,0.298448,C-decoupled,ss,-25.0,0.00025
1150,7.5e-05,2270240.0,1.16519,0.688573,C-decoupled,ff,100.0,7.5e-05
1151,7.5e-05,2389830.0,1.20682,0.584064,C-coupled,ss,75.0,7.5e-05
1152,0.0001,3010670.0,1.2774,0.470319,C-coupled,ss,27.0,0.0001
1153,0.0002,3536930.0,1.69688,0.432397,C-coupled,ss,75.0,0.0002
1154,7.5e-05,2919160.0,1.08657,0.423449,C-decoupled,sf,-25.0,7.5e-05
1155,2.5e-05,564831.0,0.873213,0.663804,schematic,ff,-25.0,2.5e-05
1156,0.0002,3852680.0,1.60933,0.428227,C-decoupled,tt,50.0,0.0002
1157,0.00025,4394280.0,1.66731,0.335143,schematic,sf,27.0,0.00025
1158,0.0002,3694660.0,1.57298,0.38393,full-RC,sf,50.0,0.0002
1159,0.00015,3882370.0,1.38188,0.406091,C-decoupled,tt,0.0,0.00015
1160,0.00015,3527450.0,1.4516,0.411859,full-RC,ss,27.0,0.00015
1161,7.5e-05,2283700.0,1.21099,0.678301,C-coupled,fs,75.0,7.5e-05
1162,0.0001,3408140.0,1.22467,0.467312,schematic,tt,0.0,0.0001
1163,0.0001,2889390.0,1.23504,0.475401,C-coupled,sf,50.0,0.0001
1164,7.5e-05,2760670.0,1.15055,0.545652,C-coupled,fs,-25.0,7.5e-05
1165,0.0001,3090940.0,1.29973,0.588042,schematic,fs,50.0,0.0001
1166,0.0001,3224970.0,1.22044,0.534965,schematic,ff,27.0,0.0001
1167,7.5e-05,3048250.0,1.11844,0.484603,schematic,tt,-25.0,7.5e-05
1168,0.000125,3000660.0,1.39004,0.588405,C-decoupled,ff,100.0,0.000125
1169,0.00025,5e-07,1.55355,0.341356,full-RC,ff,-25.0,0.00025
1170,5e-05,1720820.0,1.04022,0.654848,full-RC,tt,50.0,5e-05
1171,0.000225,3511200.0,1.79427,0.472066,full-RC,tt,100.0,0.000225
1172,0.00025,3842340.0,1.92149,0.435244,schematic,ss,100.0,0.00025
1173,0.00025,4511700.0,1.73782,0.418296,schematic,fs,27.0,0.00025
1174,0.00015,3528600.0,1.38403,0.390402,C-coupled,sf,27.0,0.00015
1175,0.0001,3218310.0,1.19194,0.411398,full-RC,sf,0.0,0.0001
1176,0.000175,3414110.0,1.61162,0.448837,C-decoupled,ss,75.0,0.000175
1177,2.5e-05,396984.0,0.863668,0.783243,C-coupled,ff,50.0,2.5e-05
1178,0.000125,3664010.0,1.30786,0.374417,full-RC,ss,-25.0,0.000125
1179,7.5e-05,2291040.0,1.14977,0.653907,C-coupled,ff,75.0,7.5e-05
1180,0.000225,4498200.0,1.49739,0.288571,C-decoupled,sf,-25.0,0.000225
1181,0.0001,3607310.0,1.22938,0.406016,schematic,ss,-25.0,0.0001
1182,0.000125,3393360.0,1.30312,0.41378,C-decoupled,sf,27.0,0.000125
1183,0.000175,5e-07,1.38102,0.312946,schematic,sf,-25.0,0.000175
1184,2.5e-05,362420.0,0.915048,0.852316,C-coupled,fs,75.0,2.5e-05
1185,0.00015,3153300.0,1.48837,0.557393,C-coupled,ff,100.0,0.00015
1186,0.00025,4589910.0,1.68031,0.387879,C-decoupled,fs,0.0,0.00025
1187,0.00025,3588750.0,1.92288,0.435296,full-RC,ss,100.0,0.00025
1188,2.5e-05,875015.0,0.862795,0.569252,C-decoupled,sf,-25.0,2.5e-05
1189,2.5e-05,630455.0,0.908513,0.719266,full-RC,ss,50.0,2.5e-05
1190,0.00015,3807560.0,1.45038,0.411831,schematic,ss,27.0,0.00015
1191,0.0002,4217650.0,1.5187,0.370501,C-decoupled,tt,0.0,0.0002
1192,0.0002,4334950.0,1.48452,0.395428,C-decoupled,ff,0.0,0.0002
1193,0.0001,3232860.0,1.19683,0.500216,C-decoupled,ff,0.0,0.0001
1194,7.5e-05,2496110.0,1.17803,0.618463,schematic,tt,75.0,7.5e-05
1195,0.000175,3442820.0,1.61031,0.521951,C-coupled,fs,75.0,0.000175
1196,0.000175,3888850.0,1.48565,0.362003,C-coupled,ss,0.0,0.000175
1197,5e-05,1518730.0,1.02871,0.762614,C-decoupled,ff,100.0,5e-05
1198,0.0002,3874220.0,1.692,0.502649,schematic,fs,75.0,0.0002
1199,0.00015,3162790.0,1.56032,0.576645,C-coupled,fs,100.0,0.00015
